ID,SECURITY_ID,TICKER_SYMBOL,EXCHANGE_CD,TRADE_DATE,LIMIT_UP_PRICE,LIMIT_DOWN_PRICE,UP_LIMIT_REACHED_TIMES,DOWN_LIMIT_REACHED_TIMES,INFO_SOURCE_CD,UPDATE_TIME,PRE_CLOSE_PRICE,ACT_PRE_CLOSE_PRICE,sjqy_insert_time,sjqy_update_time
18562073,77213,601665,XSHG,2026-05-15,6.96,5.7,0,0,1030,2026-05-15 15:30:36,6.33,6.33,2026-05-15 15:15:41,2026-05-15 15:32:47
18562096,2072,601872,XSHG,2026-05-15,19.8,16.2,0,0,1030,2026-05-15 15:30:36,18.0,18.0,2026-05-15 15:15:41,2026-05-15 15:32:47
18559746,75270,603363,XSHG,2026-05-15,3.5,2.86,1,0,1030,2026-05-15 15:30:36,3.18,3.18,2026-05-15 15:15:41,2026-05-15 15:32:47
18562235,30615,603319,XSHG,2026-05-15,34.65,28.35,0,0,1030,2026-05-15 15:30:36,31.5,31.5,2026-05-15 15:15:42,2026-05-15 15:32:47
18559781,75348,603516,XSHG,2026-05-15,130.85,107.06,0,0,1030,2026-05-15 15:30:36,118.95,118.95,2026-05-15 15:15:42,2026-05-15 15:32:47
18562278,223252,603536,XSHG,2026-05-15,11.26,9.22,0,0,1030,2026-05-15 15:30:36,10.24,10.24,2026-05-15 15:15:42,2026-05-15 15:32:47
18559803,30719,603598,XSHG,2026-05-15,25.33,20.73,113,0,1030,2026-05-15 15:30:36,23.03,23.03,2026-05-15 15:15:42,2026-05-15 15:32:47
18562467,79799,688003,XSHG,2026-05-15,108.76,72.5,0,0,1030,2026-05-15 15:30:36,90.63,90.63,2026-05-15 15:15:44,2026-05-15 15:32:48
18560053,78475,688210,XSHG,2026-05-15,57.36,38.24,0,0,1030,2026-05-15 15:30:36,47.8,47.8,2026-05-15 15:15:44,2026-05-15 15:32:48
18560111,78847,688362,XSHG,2026-05-15,61.33,40.89,0,0,1030,2026-05-15 15:30:36,51.11,51.11,2026-05-15 15:15:45,2026-05-15 15:32:48
18562697,80550,688552,XSHG,2026-05-15,45.18,30.12,0,0,1030,2026-05-15 15:30:36,37.65,37.65,2026-05-15 15:15:46,2026-05-15 15:32:48
18560263,80556,688638,XSHG,2026-05-15,51.84,34.56,0,0,1030,2026-05-15 15:30:36,43.2,43.2,2026-05-15 15:15:46,2026-05-15 15:32:48
18562779,1240,900902,XSHG,2026-05-15,0.174,0.142,0,0,1030,2026-05-15 15:30:36,0.158,0.158,2026-05-15 15:15:46,2026-05-15 15:32:49
